id,Model,ProductCode,PlannedQty,OTSTargeDate
3163,GY55K,NB12,224,2020/11/1
3164,GY55K,NB12,224,2020/10/1
3165,GY55K,NB12,224,2020/10/1
3166,GY55K,NB12,113,2020/10/1
3167,GY55K,NB12,224,2020/10/1
3168,FP530,NB01,1,2020/10/5
3169,GL5A0,NB01,1,2020/11/5
3170,HC131,NB12,300,2020/10/1
3171,FYG80,NB12,69,2020/10/1
3172,FL490,NB01,50,2020/10/20
3173,GY55K,NB12,224,2020/10/1
3174,GY55K,NB12,224,2020/10/1
3175,GY55K,NB12,224,2020/10/1
3176,GY55K,NB12,224,2020/10/1
3177,GY55K,NB12,224,2020/10/1
3178,GY55K,NB12,224,2020/10/1
3179,GY55K,NB12,224,2020/11/1
3180,GY55K,NB12,224,2020/10/1
3181,GY55K,NB12,224,2020/10/1
3182,GY55K,NB12,224,2020/10/1
3183,GY55W,NB12,166,2020/10/15
3184,GL5A0,NB01,30,2020/10/20
3185,GL5A0,NB01,1,2020/10/20
3186,GYG50,NB01,5,2020/10/20
3187,GL4A0,NB01,1,2020/10/20
3188,GL4A0,NB01,1,2020/10/20
3189,GL4A0,NB01,33,2020/10/20
3190,GL4A0,NB01,1,2020/10/20
3191,GL4A0,NB01,1,2020/10/20
3192,GL4A0,NB01,1,2020/10/20
3193,GL4A0,NB01,1,2020/10/20
3194,GL4A0,NB01,1,2020/10/20
3195,GV551,NB12,120,2020/10/15
3196,GV551,NB12,90,2020/10/15
3197,GV551,NB12,120,2020/10/15
3198,GV551,NB12,90,2020/10/15
3199,GS554,NB12,63,2020/11/2
3200,GS554,NB12,126,2020/11/2
3201,GV551,NB12,63,2020/11/2
3202,GV551,NB12,63,2020/11/2
3203,FYG80,NB12,40,2020/10/1
3204,FS54A,NB12,300,2020/11/2
3205,HC131,NB12,100,2020/10/1
3206,HC131,NB12,300,2020/10/22
3207,HC131,NB12,300,2020/10/22
3208,HC131,NB12,300,2020/10/22
3209,HC131,NB12,23,2020/10/22
3210,HC131,NB12,300,2020/10/22
3211,HC131,NB12,300,2020/10/22
3212,HC131,NB12,300,2020/10/22
3213,HC131,NB12,100,2020/10/22
3214,HC131,NB12,300,2020/10/22
3215,HC131,NB12,300,2020/10/22
3216,HC131,NB12,300,2020/10/22
3217,FYG40,NB01,1,2020/11/5
3218,GP540,NB01,1,2020/11/5
3219,GE420,NB01,2,2020/11/9
3220,GX4A0,NB01,1,2020/11/5
3221,GL5A0,NB01,1,2020/11/5
3222,GP540,NB01,1,2020/11/5
3223,GP540,NB01,1,2020/11/5
3224,GX4A0,NB01,1,2020/11/5
3225,GP540,NB01,1,2020/11/5
3226,GP54G,NB01,1,2020/11/5
3227,GX4A0,NB01,1,2020/11/5
3228,GP54G,NB01,1,2020/11/5
3229,GT4A1,NB01,1,2020/10/5
3230,GX4A0,NB01,1,2020/10/6
3231,GL4A0,NB01,25,2020/10/9
3232,GYG50,NB01,2,2020/10/6
3233,GYG50,NB01,20,2020/10/6
3234,FYG50,NB12,10,2020/10/19
3235,FYG50,NB12,1,2020/10/9
3236,GX4A0,NB01,2,2020/10/9
3237,FYG41,NB12,1,2020/10/6
3238,GT4A1,NB01,5,2020/10/6
3239,GP740,NB01,1,2020/10/9
