id,model,line,uph,plantcode,mcode,scheduling_no,material_type,master
2165,GP431,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2166,FE595,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2167,FA491,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2168,FE495,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2169,FA495,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2170,FE493,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2171,FE490,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2172,FE590,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2173,EP520,2SUBH-1,120,CN06,NB01,2,COVER ASSY,1
2174,EP720,2SUBH-1,100,CN06,NB01,2,COVER ASSY,1
2175,FE4A0,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2176,FE5A0,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2177,FE4A1,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2178,EE480,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2179,EE580,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2180,DA475,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2181,CT470,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2182,ER480,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2183,ET480,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2184,FP730,2SUBH-1,100,CN06,NB01,2,COVER ASSY,1
2185,FR4A0,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2186,FP530,2SUBH-1,120,CN06,NB01,2,COVER ASSY,1
2187,FE480,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2188,FR5A0,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2189,EA481,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2190,FT490,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2191,EE485,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2192,EE585,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2193,FT590,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2194,FT491,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2195,FR490,2SUBH-1,180,CN06,NB01,2,COVER ASSY,0
2196,GP431,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2197,FE595,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2198,FA491,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2199,FE495,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2200,FA495,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2201,FE493,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2202,FE490,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2203,FE590,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2204,EP520,2SUBH-2,120,CN06,NB01,2,LOG UP ASSY,1
2205,EP720,2SUBH-2,100,CN06,NB01,2,LOG UP ASSY,1
2206,FE4A0,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2207,FE5A0,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2208,FE4A1,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2209,EE480,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2210,EE580,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2211,DA475,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2212,CT470,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2213,ER480,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2214,ET480,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2215,FP730,2SUBH-2,100,CN06,NB01,2,LOG UP ASSY,1
2216,FR4A0,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2217,FP530,2SUBH-2,120,CN06,NB01,2,LOG UP ASSY,1
2218,FE480,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2219,FR5A0,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2220,EA481,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2221,FT490,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2222,EE485,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2223,EE585,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2224,FT590,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2225,FT491,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2226,FR490,2SUBH-2,180,CN06,NB01,2,LOG UP ASSY,0
2227,EE480,2SUBI-1,200,CN06,NB01,2,COVER ASSY,0
2228,EL580,2SUBI-1,225,CN06,NB01,2,COVER ASSY,1
2229,EL480,2SUBI-1,240,CN06,NB01,2,COVER ASSY,1
2230,FL490,2SUBI-1,225,CN06,NB01,2,COVER ASSY,1
2231,FL590,2SUBI-1,225,CN06,NB01,2,COVER ASSY,1
2232,EE480,2SUBI-2,200,CN06,NB01,2,LOG UP ASSY,0
2233,EL580,2SUBI-2,225,CN06,NB01,2,LOG UP ASSY,1
2234,EL480,2SUBI-2,240,CN06,NB01,2,LOG UP ASSY,1
2235,FL490,2SUBI-2,225,CN06,NB01,2,LOG UP ASSY,1
2236,FL590,2SUBI-2,225,CN06,NB01,2,LOG UP ASSY,1
2237,FYG40,2SUBJ-1,180,CN06,NB01,2,COVER ASSY,1
2238,FX490,2SUBJ-1,210,CN06,NB01,2,COVER ASSY,1
2239,EX480,2SUBJ-1,200,CN06,NB01,2,COVER ASSY,1
2240,DX120,2SUBJ-1,200,CN06,NB01,2,COVER ASSY,1
2241,ET480,2SUBJ-1,180,CN06,NB01,2,COVER ASSY,0
2242,FT491,2SUBJ-1,180,CN06,NB01,2,COVER ASSY,1
2243,EE480,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2244,EE580,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2245,FE595,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2246,FE495,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2247,EX480,2SUBK-1,200,CN06,NB01,2,COVER ASSY,1
2248,ER480,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2249,FE493,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2250,FE490,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2251,FR4A0,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2252,FE590,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2253,FE480,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2254,FR5A0,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2255,FX490,2SUBK-1,200,CN06,NB01,2,COVER ASSY,1
2256,FX390,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2257,EE485,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2258,DX120,2SUBK-1,200,CN06,NB01,2,COVER ASSY,1
2259,FE4A0,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2260,EE585,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2261,FT491,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2262,FR490,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2263,FE5A0,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2264,FE4A1,2SUBK-1,200,CN06,NB01,2,COVER ASSY,0
2265,FU420,2SUBL-1,240,CN06,NB01,2,COVER ASSY,1
2266,FU421,2SUBL-1,240,CN06,NB01,2,COVER ASSY,1
2267,FU420,2SUBM-1,210,CN06,NB01,2,LOG UP ASSY,1
2268,FU421,2SUBM-1,210,CN06,NB01,2,LOG UP ASSY,1
2269,FT490,2ASSYI,160,CN06,NB01,2,,
2270,GV451,1ASSYG,200,CN06,NB12,2,,
2271,FG542,1ASSYF,200,CN06,NB12,2,,
2272,FE5A0,2ASSYH,200,CN06,NB01,2,,
2273,FE495,2ASSYD,200,CN06,NB01,2,,
2274,FS44A,1ASSYG,200,CN06,NB12,2,,
2275,FT490,2ASSYJ,160,CN06,NB01,2,,
2276,GY55W,1ASSYD,200,CN06,NB12,2,,
2277,FE490,2ASSYH,180,CN06,NB01,2,,
2278,GV540,1ASSYF,200,CN06,NB12,2,,
2279,EE480,2ASSYD,200,CN06,NB01,2,,
2280,FP531,2ASSYC,180,CN06,NB01,2,,
2281,GS55G,1ASSYA,260,CN06,NB12,3,,1
2282,FPD0P,1ASSYA,120,CN06,NB12,3,,1
2283,GS554,1ASSYA,200,CN06,NB12,3,,1
2284,GS55B,1ASSYA,200,CN06,NB12,3,,1
2285,GS552,1ASSYA,200,CN06,NB12,3,,1
2286,GS551,1ASSYA,200,CN06,NB12,3,,1
2287,GS550,1ASSYA,200,CN06,NB12,3,,1
2288,GS349,1ASSYB,260,CN06,NB12,3,,0
2289,GS348,1ASSYB,250,CN06,NB12,3,,0
2290,FS541,1ASSYB,250,CN06,NB12,3,,0
2291,GS346,1ASSYB,220,CN06,NB12,3,,0
2292,EYG11,1ASSYB,270,CN06,NB12,3,,0
2293,GS345,1ASSYB,250,CN06,NB12,3,,1
2294,EYG10,1ASSYB,250,CN06,NB12,3,,1
2295,GS343,1ASSYB,250,CN06,NB12,3,,1
2296,GS540,1ASSYB,250,CN06,NB12,3,,0
2297,GS342,1ASSYB,250,CN06,NB12,3,,1
2298,GS341,1ASSYB,250,CN06,NB12,3,,0
2299,GS340,1ASSYB,250,CN06,NB12,3,,0
2300,GV450,1ASSYB,250,CN06,NB12,3,,0
2301,GYGB0,1ASSYB,30,CN06,NB12,3,,1
2302,GV451,1ASSYB,250,CN06,NB12,3,,0
2303,GV453,1ASSYB,250,CN06,NB12,3,,0
2304,FYG62,1ASSYB,250,CN06,NB12,3,,1
2305,FS54A,1ASSYB,250,CN06,NB12,3,,0
2306,GS54D,1ASSYB,250,CN06,NB12,3,,0
2307,ES530,1ASSYB,250,CN06,NB12,3,,1
2308,GS54B,1ASSYB,250,CN06,NB12,3,,0
2309,EG532,1ASSYB,270,CN06,NB12,3,,0
2310,GS554,1ASSYB,200,CN06,NB12,3,,1
2311,FS433,1ASSYB,250,CN06,NB12,3,,1
2312,FS434,1ASSYB,270,CN06,NB12,3,,0
2313,DMX50,1ASSYB,270,CN06,NB12,3,,0
2314,GS552,1ASSYB,200,CN06,NB12,3,,1
2315,FS435,1ASSYB,250,CN06,NB12,3,,1
2316,GS551,1ASSYB,260,CN06,NB12,3,,0
2317,FS436,1ASSYB,270,CN06,NB12,3,,0
2318,GS550,1ASSYB,260,CN06,NB12,3,,0
2319,GS55B,1ASSYB,200,CN06,NB12,3,,1
2320,HY578,1ASSYB,260,CN06,NB12,3,,1
2321,GS55A,1ASSYB,250,CN06,NB12,3,,0
2322,EG521,1ASSYB,270,CN06,NB12,3,,0
2323,GYG41,1ASSYB,200,CN06,NB12,3,,1
2324,GYG42,1ASSYB,260,CN06,NB12,3,,1
2325,FS442,1ASSYB,270,CN06,NB12,3,,0
2326,FS443,1ASSYB,250,CN06,NB12,3,,1
2327,FS447,1ASSYB,270,CN06,NB12,3,,0
2328,GS440,1ASSYB,250,CN06,NB12,3,,0
2329,EG54A,1ASSYB,270,CN06,NB12,3,,0
2330,FYG81,1ASSYB,270,CN06,NB12,3,,0
2331,FYG80,1ASSYB,50,CN06,NB12,3,,1
2332,GV550,1ASSYB,250,CN06,NB12,3,,0
2333,ES430,1ASSYB,270,CN06,NB12,3,,0
2334,GV551,1ASSYB,250,CN06,NB12,3,,0
2335,FYG41,1ASSYB,290,CN06,NB12,3,,1
2336,GV552,1ASSYB,250,CN06,NB12,3,,0
2337,FS44A,1ASSYB,250,CN06,NB12,3,,0
2338,ES433,1ASSYB,270,CN06,NB12,3,,0
2339,ES434,1ASSYB,270,CN06,NB12,3,,0
2340,FS44C,1ASSYB,270,CN06,NB12,3,,0
2341,GS44D,1ASSYB,250,CN06,NB12,3,,0
2342,EYG71,1ASSYB,250,CN06,NB12,3,,1
2343,EYG70,1ASSYB,250,CN06,NB12,3,,1
2344,GYG51,1ASSYB,200,CN06,NB12,3,,1
2345,EYG20,1ASSYB,270,CN06,NB12,3,,0
2346,GS457,1ASSYB,260,CN06,NB12,3,,0
2347,FS532,1ASSYB,250,CN06,NB12,3,,1
2348,EYG21,1ASSYB,270,CN06,NB12,3,,0
2349,GS454,1ASSYB,200,CN06,NB12,3,,1
2350,FS533,1ASSYB,270,CN06,NB12,3,,0
2351,GS453,1ASSYB,260,CN06,NB12,3,,1
2352,FS534,1ASSYB,250,CN06,NB12,3,,1
2353,GS452,1ASSYB,200,CN06,NB12,3,,1
2354,FS535,1ASSYB,270,CN06,NB12,3,,0
2355,DYG61,1ASSYB,270,CN06,NB12,3,,0
2356,GS451,1ASSYB,260,CN06,NB12,3,,0
2357,FS536,1ASSYB,250,CN06,NB12,3,,1
2358,DYG60,1ASSYB,270,CN06,NB12,3,,0
2359,GS450,1ASSYB,260,CN06,NB12,3,,0
2360,FYG50,1ASSYB,250,CN06,NB12,3,,1
2361,FS537,1ASSYB,270,CN06,NB12,3,,1
2362,FS538,1ASSYB,270,CN06,NB12,3,,0
2363,FS539,1ASSYB,270,CN06,NB12,3,,0
2364,GV440,1ASSYB,250,CN06,NB12,3,,0
2365,GS45A,1ASSYB,250,CN06,NB12,3,,0
2366,GYG92,1ASSYB,200,CN06,NB12,3,,1
2367,GYG90,1ASSYB,30,CN06,NB12,3,,1
2368,GYG91,1ASSYB,30,CN06,NB12,3,,1
2369,FS540,1ASSYC,250,CN06,NB12,3,,0
2370,FS541,1ASSYC,250,CN06,NB12,3,,0
2371,FS542,1ASSYC,250,CN06,NB12,3,,0
2372,FS543,1ASSYC,250,CN06,NB12,3,,0
2373,GS541,1ASSYC,250,CN06,NB12,3,,0
2374,GS540,1ASSYC,250,CN06,NB12,3,,0
2375,GV450,1ASSYC,300,CN06,NB12,3,,0
2376,GV451,1ASSYC,300,CN06,NB12,3,,0
2377,GV453,1ASSYC,260,CN06,NB12,3,,1
2378,GS54E,1ASSYC,250,CN06,NB12,3,,0
2379,FS54A,1ASSYC,250,CN06,NB12,3,,0
2380,GS54D,1ASSYC,250,CN06,NB12,3,,0
2381,FS54B,1ASSYC,250,CN06,NB12,3,,0
2382,GS54C,1ASSYC,250,CN06,NB12,3,,0
2383,GS54B,1ASSYC,250,CN06,NB12,3,,0
2384,EG532,1ASSYC,250,CN06,NB12,3,,0
2385,GS557,1ASSYC,260,CN06,NB12,3,,1
2386,GS554,1ASSYC,300,CN06,NB12,3,,1
2387,GS553,1ASSYC,260,CN06,NB12,3,,0
2388,GS552,1ASSYC,300,CN06,NB12,3,,1
2389,GS551,1ASSYC,300,CN06,NB12,3,,1
2390,GS550,1ASSYC,300,CN06,NB12,3,,1
2391,GS55K,1ASSYC,260,CN06,NB12,3,,1
2392,GV541,1ASSYC,250,CN06,NB12,3,,0
2393,GS55D,1ASSYC,260,CN06,NB12,3,,1
2394,GS55C,1ASSYC,200,CN06,NB12,3,,0
2395,GS55B,1ASSYC,260,CN06,NB12,3,,1
2396,GS55A,1ASSYC,250,CN06,NB12,3,,0
2397,EG521,1ASSYC,250,CN06,NB12,3,,0
2398,FS440,1ASSYC,250,CN06,NB12,3,,1
2399,FS441,1ASSYC,250,CN06,NB12,3,,1
2400,FS442,1ASSYC,250,CN06,NB12,3,,1
2401,GS441,1ASSYC,250,CN06,NB12,3,,0
2402,FS447,1ASSYC,250,CN06,NB12,3,,1
2403,GS440,1ASSYC,300,CN06,NB12,3,,0
2404,EG54A,1ASSYC,250,CN06,NB12,3,,0
2405,GV550,1ASSYC,250,CN06,NB12,3,,0
2406,GV551,1ASSYC,300,CN06,NB12,3,,0
2407,FS44A,1ASSYC,250,CN06,NB12,3,,1
2408,GS44E,1ASSYC,250,CN06,NB12,3,,0
2409,FS44C,1ASSYC,250,CN06,NB12,3,,1
2410,GS44D,1ASSYC,300,CN06,NB12,3,,0
2411,GS44B,1ASSYC,250,CN06,NB12,3,,0
2412,GS457,1ASSYC,300,CN06,NB12,3,,1
2413,GS454,1ASSYC,300,CN06,NB12,3,,1
2414,GS453,1ASSYC,300,CN06,NB12,3,,1
2415,GS452,1ASSYC,300,CN06,NB12,3,,0
2416,GS451,1ASSYC,300,CN06,NB12,3,,0
2417,GS450,1ASSYC,300,CN06,NB12,3,,0
2418,GV440,1ASSYC,250,CN06,NB12,3,,0
2419,GS45A,1ASSYC,300,CN06,NB12,3,,0
2420,FY522,1ASSYD,250,CN06,NB12,3,,1
2421,FY521,1ASSYD,250,CN06,NB12,3,,1
2422,FY520,1ASSYD,250,CN06,NB12,3,,1
2423,FS541,1ASSYD,250,CN06,NB12,3,,0
2424,GS540,1ASSYD,250,CN06,NB12,3,,0
2425,GS440,1ASSYD,250,CN06,NB12,3,,0
2426,GY551,1ASSYD,250,CN06,NB12,3,,0
2427,GY550,1ASSYD,250,CN06,NB12,3,,0
2428,GV450,1ASSYD,250,CN06,NB12,3,,0
2429,GV550,1ASSYD,250,CN06,NB12,3,,0
2430,GV451,1ASSYD,250,CN06,NB12,3,,0
2431,GV551,1ASSYD,250,CN06,NB12,3,,0
2432,GV452,1ASSYD,250,CN06,NB12,3,,0
2433,GV552,1ASSYD,250,CN06,NB12,3,,0
2434,GV453,1ASSYD,250,CN06,NB12,3,,0
2435,GS54E,1ASSYD,250,CN06,NB12,3,,0
2436,FS54A,1ASSYD,250,CN06,NB12,3,,0
2437,GS54D,1ASSYD,250,CN06,NB12,3,,0
2438,GS44D,1ASSYD,250,CN06,NB12,3,,0
2439,GS54B,1ASSYD,250,CN06,NB12,3,,0
2440,GS44B,1ASSYD,250,CN06,NB12,3,,0
2441,GY55C,1ASSYD,250,CN06,NB12,3,,0
2442,FY710,1ASSYD,200,CN06,NB12,3,,1
2443,GY55B,1ASSYD,250,CN06,NB12,3,,0
2444,FY714,1ASSYD,220,CN06,NB12,3,,1
2445,FY515,1ASSYD,250,CN06,NB12,3,,1
2446,GY55H,1ASSYD,250,CN06,NB12,3,,0
2447,GS554,1ASSYD,200,CN06,NB12,3,,0
2448,GY55K,1ASSYD,200,CN06,NB12,3,,1
2449,GY55J,1ASSYD,250,CN06,NB12,3,,0
2450,GS552,1ASSYD,200,CN06,NB12,3,,0
2451,GS551,1ASSYD,200,CN06,NB12,3,,0
2452,GY55L,1ASSYD,250,CN06,NB12,3,,0
2453,GS550,1ASSYD,260,CN06,NB12,3,,0
2454,FY715,1ASSYD,200,CN06,NB12,3,,1
2455,GY75M,1ASSYD,180,CN06,NB12,3,,1
2456,GY540,1ASSYD,250,CN06,NB12,3,,1
2457,GY553,1ASSYD,250,CN06,NB12,3,,0
2458,GY750,1ASSYD,200,CN06,NB12,3,,1
2459,GY552,1ASSYD,250,CN06,NB12,3,,0
2460,GV440,1ASSYD,250,CN06,NB12,3,,0
2461,GY752,1ASSYD,200,CN06,NB12,3,,1
2462,GV541,1ASSYD,250,CN06,NB12,3,,0
2463,GY559,1ASSYD,250,CN06,NB12,3,,0
2464,GS55A,1ASSYD,250,CN06,NB12,3,,0
2465,GS45A,1ASSYD,250,CN06,NB12,3,,0
2466,GY55A,1ASSYD,250,CN06,NB12,3,,0
2467,FS540,1ASSYE,250,CN06,NB12,3,,0
2468,FS541,1ASSYE,250,CN06,NB12,3,,0
2469,FS542,1ASSYE,250,CN06,NB12,3,,0
2470,FS543,1ASSYE,250,CN06,NB12,3,,0
2471,GS541,1ASSYE,250,CN06,NB12,3,,0
2472,GS540,1ASSYE,250,CN06,NB12,3,,0
2473,GV450,1ASSYE,250,CN06,NB12,3,,0
2474,GV451,1ASSYE,250,CN06,NB12,3,,0
2475,GV452,1ASSYE,250,CN06,NB12,3,,0
2476,GV453,1ASSYE,250,CN06,NB12,3,,0
2477,GS54E,1ASSYE,250,CN06,NB12,3,,1
2478,FS54A,1ASSYE,250,CN06,NB12,3,,0
2479,GS54D,1ASSYE,250,CN06,NB12,3,,0
2480,FS54B,1ASSYE,250,CN06,NB12,3,,0
2481,GS54C,1ASSYE,250,CN06,NB12,3,,0
2482,GS54B,1ASSYE,250,CN06,NB12,3,,0
2483,GS554,1ASSYE,300,CN06,NB12,3,,1
2484,GS552,1ASSYE,300,CN06,NB12,3,,1
2485,GS551,1ASSYE,300,CN06,NB12,3,,1
2486,GS550,1ASSYE,300,CN06,NB12,3,,1
2487,GV541,1ASSYE,250,CN06,NB12,3,,0
2488,GS55B,1ASSYE,200,CN06,NB12,3,,0
2489,GS55A,1ASSYE,250,CN06,NB12,3,,0
2490,FS440,1ASSYE,250,CN06,NB12,3,,0
2491,FS441,1ASSYE,250,CN06,NB12,3,,0
2492,FS442,1ASSYE,250,CN06,NB12,3,,0
2493,GS441,1ASSYE,250,CN06,NB12,3,,0
2494,FS447,1ASSYE,250,CN06,NB12,3,,0
2495,GS440,1ASSYE,250,CN06,NB12,3,,0
2496,GV550,1ASSYE,250,CN06,NB12,3,,0
2497,GV551,1ASSYE,250,CN06,NB12,3,,0
2498,GV552,1ASSYE,250,CN06,NB12,3,,0
2499,FS44A,1ASSYE,250,CN06,NB12,3,,0
2500,GS44E,1ASSYE,250,CN06,NB12,3,,0
2501,FS44C,1ASSYE,250,CN06,NB12,3,,0
2502,FE490,1ASSYE,150,CN06,NB12,3,,0
2503,GS44D,1ASSYE,250,CN06,NB12,3,,0
2504,GS44B,1ASSYE,250,CN06,NB12,3,,0
2505,GS457,1ASSYE,260,CN06,NB12,3,,0
2506,GS454,1ASSYE,300,CN06,NB12,3,,0
2507,GS453,1ASSYE,300,CN06,NB12,3,,0
2508,HS45C,1ASSYE,260,CN06,NB12,3,,1
2509,GS452,1ASSYE,300,CN06,NB12,3,,0
2510,GS451,1ASSYE,300,CN06,NB12,3,,0
2511,GS450,1ASSYE,300,CN06,NB12,3,,0
2512,HS458,1ASSYE,260,CN06,NB12,3,,1
2513,GV440,1ASSYE,250,CN06,NB12,3,,0
2514,HS456,1ASSYE,260,CN06,NB12,3,,1
2515,GS45A,1ASSYE,300,CN06,NB12,3,,0
2516,GS349,1ASSYF,280,CN06,NB12,3,,1
2517,GS348,1ASSYF,280,CN06,NB12,3,,0
2518,FS540,1ASSYF,250,CN06,NB12,3,,0
2519,FS541,1ASSYF,250,CN06,NB12,3,,0
2520,GS346,1ASSYF,220,CN06,NB12,3,,1
2521,FS542,1ASSYF,250,CN06,NB12,3,,0
2522,GS345,1ASSYF,280,CN06,NB12,3,,1
2523,FS543,1ASSYF,250,CN06,NB12,3,,0
2524,GS541,1ASSYF,250,CN06,NB12,3,,0
2525,GS343,1ASSYF,280,CN06,NB12,3,,0
2526,GS540,1ASSYF,250,CN06,NB12,3,,0
2527,GS342,1ASSYF,280,CN06,NB12,3,,0
2528,GS341,1ASSYF,280,CN06,NB12,3,,0
2529,GS340,1ASSYF,280,CN06,NB12,3,,0
2530,GV450,1ASSYF,280,CN06,NB12,3,,0
2531,GV451,1ASSYF,280,CN06,NB12,3,,0
2532,GV452,1ASSYF,250,CN06,NB12,3,,0
2533,GV453,1ASSYF,250,CN06,NB12,3,,0
2534,GS54E,1ASSYF,250,CN06,NB12,3,,0
2535,FS54A,1ASSYF,250,CN06,NB12,3,,0
2536,GS54D,1ASSYF,250,CN06,NB12,3,,0
2537,FS54B,1ASSYF,250,CN06,NB12,3,,0
2538,GS54C,1ASSYF,250,CN06,NB12,3,,0
2539,GS54B,1ASSYF,250,CN06,NB12,3,,0
2540,GS34A,1ASSYF,300,CN06,NB12,3,,1
2541,GS554,1ASSYF,300,CN06,NB12,3,,1
2542,GS552,1ASSYF,260,CN06,NB12,3,,0
2543,GS551,1ASSYF,260,CN06,NB12,3,,0
2544,GS550,1ASSYF,300,CN06,NB12,3,,1
2545,HF3M0,1ASSYF,200,CN06,NB12,3,,1
2546,GV541,1ASSYF,250,CN06,NB12,3,,0
2547,GS55B,1ASSYF,260,CN06,NB12,3,,0
2548,GS55A,1ASSYF,250,CN06,NB12,3,,0
2549,FS440,1ASSYF,250,CN06,NB12,3,,0
2550,FS441,1ASSYF,250,CN06,NB12,3,,0
2551,FS442,1ASSYF,250,CN06,NB12,3,,0
2552,GS441,1ASSYF,250,CN06,NB12,3,,0
2553,FS447,1ASSYF,250,CN06,NB12,3,,0
2554,GS440,1ASSYF,280,CN06,NB12,3,,0
2555,GY551,1ASSYF,250,CN06,NB12,3,,0
2556,GV550,1ASSYF,250,CN06,NB12,3,,0
2557,GV551,1ASSYF,270,CN06,NB12,3,,0
2558,GV552,1ASSYF,250,CN06,NB12,3,,0
2559,FS44A,1ASSYF,280,CN06,NB12,3,,0
2560,FS44C,1ASSYF,250,CN06,NB12,3,,0
2561,GS44D,1ASSYF,280,CN06,NB12,3,,0
2562,GS44B,1ASSYF,250,CN06,NB12,3,,0
2563,GY55C,1ASSYF,250,CN06,NB12,3,,0
2564,GY55E,1ASSYF,250,CN06,NB12,3,,0
2565,GY55G,1ASSYF,250,CN06,NB12,3,,0
2566,GS457,1ASSYF,260,CN06,NB12,3,,0
2567,GS454,1ASSYF,260,CN06,NB12,3,,0
2568,GY55J,1ASSYF,250,CN06,NB12,3,,0
2569,GS453,1ASSYF,260,CN06,NB12,3,,1
2570,HS45C,1ASSYF,260,CN06,NB12,3,,1
2571,GS452,1ASSYF,260,CN06,NB12,3,,0
2572,GY55L,1ASSYF,250,CN06,NB12,3,,0
2573,GS451,1ASSYF,260,CN06,NB12,3,,0
2574,GS450,1ASSYF,260,CN06,NB12,3,,0
2575,GY553,1ASSYF,250,CN06,NB12,3,,0
2576,HS458,1ASSYF,260,CN06,NB12,3,,1
2577,GV440,1ASSYF,250,CN06,NB12,3,,0
2578,GY556,1ASSYF,250,CN06,NB12,3,,0
2579,HS456,1ASSYF,60,CN06,NB12,3,,1
2580,GY558,1ASSYF,250,CN06,NB12,3,,0
2581,GS45A,1ASSYF,250,CN06,NB12,3,,0
2582,GY55A,1ASSYF,250,CN06,NB12,3,,0
2583,FS541,1ASSYG,200,CN06,NB12,3,,1
2584,GS540,1ASSYG,200,CN06,NB12,3,,1
2585,GS55L,1ASSYG,200,CN06,NB12,3,,1
2586,GV550,1ASSYG,200,CN06,NB12,3,,1
2587,GV551,1ASSYG,200,CN06,NB12,3,,1
2588,GV552,1ASSYG,260,CN06,NB12,3,,1
2589,FS54A,1ASSYG,200,CN06,NB12,3,,1
2590,GS54D,1ASSYG,200,CN06,NB12,3,,1
2591,GS44D,1ASSYG,260,CN06,NB12,3,,1
2592,GS54B,1ASSYG,250,CN06,NB12,3,,0
2593,GS557,1ASSYG,250,CN06,NB12,3,,1
2594,HC130,1ASSYG,260,CN06,NB12,3,,1
2595,GS752,1ASSYG,220,CN06,NB12,3,,1
2596,GS554,1ASSYG,250,CN06,NB12,3,,0
2597,GS751,1ASSYG,200,CN06,NB12,3,,1
2598,GS454,1ASSYG,250,CN06,NB12,3,,0
2599,GS552,1ASSYG,250,CN06,NB12,3,,0
2600,GS453,1ASSYG,250,CN06,NB12,3,,0
2601,GS551,1ASSYG,250,CN06,NB12,3,,0
2602,GS452,1ASSYG,250,CN06,NB12,3,,0
2603,GS550,1ASSYG,250,CN06,NB12,3,,0
2604,GS451,1ASSYG,250,CN06,NB12,3,,0
2605,GS450,1ASSYG,250,CN06,NB12,3,,0
2606,GS150,1ASSYG,260,CN06,NB12,3,,1
2607,GS55J,1ASSYG,200,CN06,NB12,3,,1
2608,GS55E,1ASSYG,250,CN06,NB12,3,,1
2609,GS55D,1ASSYG,250,CN06,NB12,3,,1
