id,model,line,uph,plantcode,mcode,scheduling_no,material_type,master
5206,GS454,1ASSYL,300,CN06,NB12,5,,0
5207,FG543,1ASSYL,250,CN06,NB12,5,,0
5208,FG542,1ASSYL,270,CN06,NB12,5,,1
5209,GS452,1ASSYL,300,CN06,NB12,5,,1
5210,FG541,1ASSYL,270,CN06,NB12,5,,1
5211,GS451,1ASSYL,300,CN06,NB12,5,,0
5212,FG540,1ASSYL,250,CN06,NB12,5,,0
5213,GS450,1ASSYL,300,CN06,NB12,5,,1
5214,EG53A,1ASSYL,220,CN06,NB12,5,,0
5215,EG53C,1ASSYL,220,CN06,NB12,5,,0
5216,GV440,1ASSYL,250,CN06,NB12,5,,0
5217,GY510,1ASSYL,260,CN06,NB12,5,,1
5218,GS45A,1ASSYL,250,CN06,NB12,5,,0
5219,FS440,1ASSYM,200,CN06,NB12,5,,0
5220,FS540,1ASSYM,200,CN06,NB12,5,,1
5221,FS441,1ASSYM,200,CN06,NB12,5,,0
5222,FS541,1ASSYM,200,CN06,NB12,5,,1
5223,FS442,1ASSYM,200,CN06,NB12,5,,0
5224,FS542,1ASSYM,200,CN06,NB12,5,,1
5225,GS540,1ASSYM,200,CN06,NB12,5,,1
5226,GS441,1ASSYM,200,CN06,NB12,5,,0
5227,FS447,1ASSYM,200,CN06,NB12,5,,0
5228,GS440,1ASSYM,200,CN06,NB12,5,,0
5229,GV450,1ASSYM,200,CN06,NB12,5,,0
5230,GV550,1ASSYM,200,CN06,NB12,5,,1
5231,GV551,1ASSYM,200,CN06,NB12,5,,0
5232,FS44A,1ASSYM,200,CN06,NB12,5,,0
5233,GS54E,1ASSYM,200,CN06,NB12,5,,1
5234,FS54A,1ASSYM,200,CN06,NB12,5,,1
5235,GS54D,1ASSYM,200,CN06,NB12,5,,1
5236,GS44E,1ASSYM,200,CN06,NB12,5,,0
5237,FS44C,1ASSYM,200,CN06,NB12,5,,0
5238,GS54C,1ASSYM,200,CN06,NB12,5,,1
5239,GS44D,1ASSYM,200,CN06,NB12,5,,0
5240,GS54B,1ASSYM,200,CN06,NB12,5,,1
5241,GS44B,1ASSYM,200,CN06,NB12,5,,0
5242,HC130,1ASSYM,200,CN06,NB12,5,,1
5243,GS554,1ASSYM,230,CN06,NB12,5,,1
5244,GS454,1ASSYM,260,CN06,NB12,5,,0
5245,GS552,1ASSYM,250,CN06,NB12,5,,1
5246,GS551,1ASSYM,250,CN06,NB12,5,,1
5247,GS452,1ASSYM,250,CN06,NB12,5,,1
5248,GS550,1ASSYM,260,CN06,NB12,5,,0
5249,GS451,1ASSYM,200,CN06,NB12,5,,1
5250,GS150,1ASSYM,200,CN06,NB12,5,,1
5251,GV440,1ASSYM,200,CN06,NB12,5,,0
5252,GV541,1ASSYM,200,CN06,NB12,5,,1
5253,HS355,1ASSYM,100,CN06,NB12,5,,1
5254,GS55A,1ASSYM,200,CN06,NB12,5,,0
5255,HS155,1ASSYM,200,CN06,NB12,5,,1
5256,GS45A,1ASSYM,200,CN06,NB12,5,,0
5257,GS457,1ASSYN,260,CN06,NB12,5,,0
5258,GS554,1ASSYN,300,CN06,NB12,5,,0
5259,GS454,1ASSYN,300,CN06,NB12,5,,1
5260,GS552,1ASSYN,300,CN06,NB12,5,,1
5261,GS453,1ASSYN,260,CN06,NB12,5,,1
5262,GS551,1ASSYN,300,CN06,NB12,5,,0
5263,GS540,1ASSYN,260,CN06,NB12,5,,0
5264,GS452,1ASSYN,300,CN06,NB12,5,,1
5265,GS550,1ASSYN,300,CN06,NB12,5,,0
5266,GS451,1ASSYN,300,CN06,NB12,5,,1
5267,GS450,1ASSYN,300,CN06,NB12,5,,1
5268,GV550,1ASSYN,260,CN06,NB12,5,,0
5269,GV551,1ASSYN,260,CN06,NB12,5,,0
5270,FS54A,1ASSYN,260,CN06,NB12,5,,1
5271,GS54D,1ASSYN,260,CN06,NB12,5,,1
5272,GS55A,1ASSYN,260,CN06,NB12,5,,1
5273,GS454,1ASSYO,100,CN06,NB12,5,,1
5274,GS452,1ASSYO,100,CN06,NB12,5,,1
5275,GS450,1ASSYO,100,CN06,NB12,5,,1
5276,EYG11,1SUBA,203,CN06,NB12,5,,1
5277,EYG10,1SUBA,203,CN06,NB12,5,,1
5278,FYG81,1SUBA,203,CN06,NB12,5,,1
5279,FYG80,1SUBA,203,CN06,NB12,5,,1
5280,ES430,1SUBA,231,CN06,NB12,5,,1
5281,FYG41,1SUBA,203,CN06,NB12,5,,1
5282,ES532,1SUBA,231,CN06,NB12,5,,1
5283,ES433,1SUBA,231,CN06,NB12,5,,1
5284,ES434,1SUBA,231,CN06,NB12,5,,1
5285,ES530,1SUBA,231,CN06,NB12,5,,1
5286,ES432,1SUBA,231,CN06,NB12,5,,1
5287,EYG71,1SUBA,203,CN06,NB12,5,,1
5288,EYG70,1SUBA,203,CN06,NB12,5,,1
5289,EYG20,1SUBA,203,CN06,NB12,5,,1
5290,FS431,1SUBA,231,CN06,NB12,5,,1
5291,FS531,1SUBA,231,CN06,NB12,5,,1
5292,FS532,1SUBA,231,CN06,NB12,5,,1
5293,FS433,1SUBA,231,CN06,NB12,5,,1
5294,FS533,1SUBA,231,CN06,NB12,5,,1
5295,FS434,1SUBA,231,CN06,NB12,5,,1
5296,FS534,1SUBA,231,CN06,NB12,5,,1
5297,FS435,1SUBA,231,CN06,NB12,5,,1
5298,FS535,1SUBA,231,CN06,NB12,5,,1
5299,FS436,1SUBA,231,CN06,NB12,5,,1
5300,DYG61,1SUBA,203,CN06,NB12,5,,1
5301,FS536,1SUBA,231,CN06,NB12,5,,1
5302,DYG60,1SUBA,203,CN06,NB12,5,,1
5303,FYG50,1SUBA,203,CN06,NB12,5,,1
5304,FS537,1SUBA,231,CN06,NB12,5,,1
5305,FS538,1SUBA,231,CN06,NB12,5,,1
5306,FS539,1SUBA,231,CN06,NB12,5,,1
5307,EYG11,1SUBB,203,CN06,NB12,5,,1
5308,EYG10,1SUBB,203,CN06,NB12,5,,1
5309,FYG81,1SUBB,203,CN06,NB12,5,,1
5310,FYG80,1SUBB,203,CN06,NB12,5,,1
5311,ES430,1SUBB,231,CN06,NB12,5,,1
5312,FYG41,1SUBB,203,CN06,NB12,5,,1
5313,ES532,1SUBB,231,CN06,NB12,5,,1
5314,ES433,1SUBB,231,CN06,NB12,5,,1
5315,ES434,1SUBB,231,CN06,NB12,5,,1
5316,ES530,1SUBB,231,CN06,NB12,5,,1
5317,ES432,1SUBB,231,CN06,NB12,5,,1
5318,EYG71,1SUBB,203,CN06,NB12,5,,1
5319,EYG70,1SUBB,203,CN06,NB12,5,,1
5320,EYG20,1SUBB,203,CN06,NB12,5,,1
5321,FS431,1SUBB,231,CN06,NB12,5,,1
5322,FS531,1SUBB,231,CN06,NB12,5,,1
5323,FS532,1SUBB,231,CN06,NB12,5,,1
5324,FS433,1SUBB,231,CN06,NB12,5,,1
5325,FS533,1SUBB,231,CN06,NB12,5,,1
5326,FS434,1SUBB,231,CN06,NB12,5,,1
5327,FS534,1SUBB,231,CN06,NB12,5,,1
5328,FS435,1SUBB,231,CN06,NB12,5,,1
5329,FS535,1SUBB,231,CN06,NB12,5,,1
5330,FS436,1SUBB,231,CN06,NB12,5,,1
5331,DYG61,1SUBB,203,CN06,NB12,5,,1
5332,FS536,1SUBB,231,CN06,NB12,5,,1
5333,DYG60,1SUBB,203,CN06,NB12,5,,1
5334,FYG50,1SUBB,203,CN06,NB12,5,,1
5335,FS537,1SUBB,231,CN06,NB12,5,,1
5336,FS538,1SUBB,231,CN06,NB12,5,,1
5337,FS539,1SUBB,231,CN06,NB12,5,,1
5338,EYG71,1SUBF-1,50,CN06,NB12,5,,1
5339,EYG70,1SUBF-1,50,CN06,NB12,5,,1
5340,FYG81,1SUBF-1,126,CN06,NB12,5,,1
5341,FYG80,1SUBF-1,126,CN06,NB12,5,,1
5342,DYG61,1SUBF-2,50,CN06,NB12,5,,1
5343,GS341,1SUBF-2,231,CN06,NB12,5,,1
5344,DYG60,1SUBF-2,50,CN06,NB12,5,,1
5345,GS340,1SUBF-2,231,CN06,NB12,5,,1
5346,FYG81,1SUBF-2,126,CN06,NB12,5,,1
5347,FYG80,1SUBF-2,126,CN06,NB12,5,,1
5348,EYG71,1SUBF-3,50,CN06,NB12,5,,1
5349,EYG70,1SUBF-3,50,CN06,NB12,5,,1
5350,DYG61,1SUBF-3,50,CN06,NB12,5,,1
5351,DYG60,1SUBF-3,50,CN06,NB12,5,,1
5352,CYG50,1SUBF-4,50,CN06,NB12,5,,1
5353,EYG71,1SUBF-4,50,CN06,NB12,5,,1
5354,EYG70,1SUBF-4,50,CN06,NB12,5,,1
5355,GT4A1,2ASSYA,240,CN06,NB01,5,,0
5356,GT4A0,2ASSYA,240,CN06,NB01,5,,1
5357,FT490,2ASSYA,240,CN06,NB01,5,,1
5358,EE480,2ASSYB,235,CN06,NB01,5,,0
5359,FE595,2ASSYB,235,CN06,NB01,5,,0
5360,FE495,2ASSYB,235,CN06,NB01,5,,0
5361,GE4B0,2ASSYB,235,CN06,NB01,5,,0
5362,GE5B0,2ASSYB,235,CN06,NB01,5,,0
5363,HE4A0,2ASSYB,235,CN06,NB01,5,,0
5364,FE490,2ASSYB,235,CN06,NB01,5,,0
5365,FR4A0,2ASSYB,235,CN06,NB01,5,,0
5366,FE590,2ASSYB,235,CN06,NB01,5,,0
5367,GE420,2ASSYB,235,CN06,NB01,5,,0
5368,GE520,2ASSYB,235,CN06,NB01,5,,0
5369,FE4A0,2ASSYB,235,CN06,NB01,5,,1
5370,FE5A0,2ASSYB,235,CN06,NB01,5,,0
5371,FE4A1,2ASSYB,235,CN06,NB01,5,,0
5372,GL4A0,2ASSYD,150,CN06,NB01,5,,0
5373,GP5A0,2ASSYD,150,CN06,NB01,5,,1
5374,GT5A0,2ASSYD,150,CN06,NB01,5,,0
5375,GL4A5,2ASSYD,150,CN06,NB01,5,,0
5376,GT4A0,2ASSYD,150,CN06,NB01,5,,0
5377,GL5A0,2ASSYE,240,CN06,NB01,5,,0
5378,GL4A0,2ASSYE,240,CN06,NB01,5,,0
5379,HL4A0,2ASSYE,240,CN06,NB01,5,,0
5380,GL4A5,2ASSYE,240,CN06,NB01,5,,0
5381,FL490,2ASSYE,240,CN06,NB01,5,,0
5382,HL5A0,2ASSYE,240,CN06,NB01,5,,0
5383,EL580,2ASSYE,240,CN06,NB01,5,,1
5384,EL480,2ASSYE,240,CN06,NB01,5,,0
5385,FL590,2ASSYE,240,CN06,NB01,5,,1
5386,GL5A5,2ASSYE,240,CN06,NB01,5,,0
5387,HP4B1,2ASSYF,150,CN06,NB01,5,,0
5388,GP431,2ASSYF,180,CN06,NB01,5,,0
5389,GP540,2ASSYF,130,CN06,NB01,5,,0
5390,HT4B5,2ASSYF,150,CN06,NB01,5,,0
5391,HP4B2,2ASSYF,150,CN06,NB01,5,,0
5392,GP740,2ASSYF,130,CN06,NB01,5,,0
5393,HT4B1,2ASSYF,150,CN06,NB01,5,,0
5394,FA495,2ASSYF,180,CN06,NB01,5,,0
5395,GT490,2ASSYF,180,CN06,NB01,5,,0
5396,GP5A1,2ASSYF,130,CN06,NB01,5,,1
5397,GP54G,2ASSYF,130,CN06,NB01,5,,0
5398,GT4A5,2ASSYF,180,CN06,NB01,5,,0
5399,FP730,2ASSYF,130,CN06,NB01,5,,1
5400,GP5A0,2ASSYF,180,CN06,NB01,5,,0
5401,FP531,2ASSYF,180,CN06,NB01,5,,0
5402,GT5A1,2ASSYF,180,CN06,NB01,5,,0
5403,GP4A0,2ASSYF,130,CN06,NB01,5,,1
5404,FP530,2ASSYF,130,CN06,NB01,5,,1
5405,GT5A0,2ASSYF,180,CN06,NB01,5,,0
5406,GT4A1,2ASSYF,180,CN06,NB01,5,,0
5407,GT4A0,2ASSYF,180,CN06,NB01,5,,0
5408,FT490,2ASSYF,140,CN06,NB01,5,,0
5409,FT590,2ASSYF,180,CN06,NB01,5,,0
5410,HP4B1,2ASSYG,200,CN06,NB01,5,,0
5411,EE480,2ASSYG,220,CN06,NB01,5,,0
5412,FE595,2ASSYG,220,CN06,NB01,5,,0
5413,FE495,2ASSYG,220,CN06,NB01,5,,0
5414,GE4B0,2ASSYG,220,CN06,NB01,5,,1
5415,GE5B0,2ASSYG,220,CN06,NB01,5,,0
5416,FA495,2ASSYG,200,CN06,NB01,5,,0
5417,GP5A1,2ASSYG,200,CN06,NB01,5,,0
5418,FP531,2ASSYG,200,CN06,NB01,5,,0
5419,FE490,2ASSYG,220,CN06,NB01,5,,0
5420,GT5A1,2ASSYG,200,CN06,NB01,5,,0
5421,GP4A0,2ASSYG,200,CN06,NB01,5,,0
5422,FR4A0,2ASSYG,220,CN06,NB01,5,,1
5423,GT4A1,2ASSYG,200,CN06,NB01,5,,0
5424,GT4A0,2ASSYG,200,CN06,NB01,5,,0
5425,GE420,2ASSYG,220,CN06,NB01,5,,1
5426,FT490,2ASSYG,200,CN06,NB01,5,,0
5427,GE520,2ASSYG,220,CN06,NB01,5,,1
5428,FE4A0,2ASSYG,220,CN06,NB01,5,,1
5429,FT590,2ASSYG,200,CN06,NB01,5,,0
5430,FE5A0,2ASSYG,220,CN06,NB01,5,,1
5431,FE4A1,2ASSYG,220,CN06,NB01,5,,1
5432,GY55B,2ASSYH,240,CN06,NB01,5,,0
5433,GY55D,2ASSYH,240,CN06,NB01,5,,0
5434,HC150,2ASSYH,200,CN06,NB01,5,,0
5435,GY55F,2ASSYH,240,CN06,NB01,5,,0
5436,GY55H,2ASSYH,240,CN06,NB01,5,,0
5437,GY55K,2ASSYH,240,CN06,NB01,5,,0
5438,GY55M,2ASSYH,240,CN06,NB01,5,,0
5439,GY550,2ASSYH,240,CN06,NB01,5,,0
5440,GY55R,2ASSYH,240,CN06,NB01,5,,0
5441,GY552,2ASSYH,240,CN06,NB01,5,,0
5442,GY554,2ASSYH,240,CN06,NB01,5,,0
5443,GY55W,2ASSYH,240,CN06,NB01,5,,0
5444,GY557,2ASSYH,240,CN06,NB01,5,,0
5445,GY559,2ASSYH,240,CN06,NB01,5,,0
5446,GY55B,2ASSYI,210,CN06,NB01,5,,0
5447,GL5A0,2ASSYI,200,CN06,NB01,5,,0
5448,GY55H,2ASSYI,210,CN06,NB01,5,,0
5449,FR4A0,2ASSYI,200,CN06,NB01,5,,1
5450,GY55K,2ASSYI,210,CN06,NB01,5,,0
5451,FE4A0,2ASSYI,200,CN06,NB01,5,,1
5452,GY550,2ASSYI,200,CN06,NB01,5,,0
5453,GL5A5,2ASSYI,200,CN06,NB01,5,,0
5454,FE5A0,2ASSYI,200,CN06,NB01,5,,1
5455,GY55R,2ASSYJ,250,CN06,NB01,5,,0
5456,GY55B,2ASSYJ,250,CN06,NB01,5,,0
5457,GY552,2ASSYJ,250,CN06,NB01,5,,0
5458,GY55D,2ASSYJ,250,CN06,NB01,5,,1
5459,GY554,2ASSYJ,250,CN06,NB01,5,,0
5460,GY55W,2ASSYJ,250,CN06,NB01,5,,0
5461,GY557,2ASSYJ,250,CN06,NB01,5,,0
5462,GY55F,2ASSYJ,250,CN06,NB01,5,,0
5463,GY559,2ASSYJ,250,CN06,NB01,5,,0
5464,GY55H,2ASSYJ,250,CN06,NB01,5,,0
5465,GY55K,2ASSYJ,250,CN06,NB01,5,,0
5466,GY55M,2ASSYJ,250,CN06,NB01,5,,0
5467,GL4A0,2ASSYK,150,CN06,NB01,5,,1
5468,FE490,2ASSYK,200,CN06,NB01,5,,0
5469,GP4A0,2ASSYK,120,CN06,NB01,5,,0
5470,GT4A1,2ASSYK,120,CN06,NB01,5,,0
5471,GL4A5,2ASSYK,150,CN06,NB01,5,,1
5472,GT4A0,2ASSYK,120,CN06,NB01,5,,0
5473,FE495,2ASSYK,200,CN06,NB01,5,,0
5474,GE420,2ASSYK,200,CN06,NB01,5,,0
5475,FT490,2ASSYK,200,CN06,NB01,5,,0
5476,GE520,2ASSYK,200,CN06,NB01,5,,0
5477,FE5A0,2ASSYK,200,CN06,NB01,5,,0
5478,HC110,2ASSYL,200,CN06,NB01,5,,0
5479,HC131,2ASSYL,250,CN06,NB01,5,,0
5480,HC150,2ASSYL,200,CN06,NB01,5,,0
5481,HS355,2ASSYL,200,CN06,NB01,5,,0
5482,HC130,2ASSYL,250,CN06,NB01,5,,1
5483,HS155,2ASSYL,200,CN06,NB01,5,,0
5484,HS152,2ASSYL,200,CN06,NB01,5,,0
5485,HC110,2ASSYM,220,CN06,NB01,5,,0
5486,HC131,2ASSYM,250,CN06,NB01,5,,0
5487,HC150,2ASSYM,220,CN06,NB01,5,,0
5488,HS355,2ASSYM,220,CN06,NB01,5,,0
5489,HC130,2ASSYM,250,CN06,NB01,5,,1
5490,HS155,2ASSYM,220,CN06,NB01,5,,0
5491,GS150,2ASSYM,220,CN06,NB01,5,,0
5492,GY55B,2ASSYN,60,CN06,NB01,5,,0
5493,GY559,2ASSYN,60,CN06,NB01,5,,0
5494,GY55K,2ASSYN,60,CN06,NB01,5,,1
5495,HT4B6,2ASSYO,200,CN06,NB01,5,,0
5496,GYG50,2ASSYO,240,CN06,NB01,5,,1
5497,GYG40,2ASSYO,240,CN06,NB01,5,,1
5498,GX4A0,2ASSYO,240,CN06,NB01,5,,1
5499,HX3B5,2ASSYO,240,CN06,NB01,5,,0
5500,GX490,2ASSYO,240,CN06,NB01,5,,1
5501,HX4B0,2ASSYO,240,CN06,NB01,5,,1
5502,HYG60,2ASSYO,240,CN06,NB01,5,,1
5503,FYG40,2ASSYO,240,CN06,NB01,5,,1
5504,FR4A0,2ASSYO,220,CN06,NB01,5,,0
5505,GT4A1,2ASSYO,200,CN06,NB01,5,,0
5506,GT4A0,2ASSYO,200,CN06,NB01,5,,0
5507,FX490,2ASSYO,240,CN06,NB01,5,,1
5508,FE4A0,2ASSYO,200,CN06,NB01,5,,0
5509,DMX3A,2ASSYO,130,CN06,NB01,5,,1
5510,FU420,2ASSYP,200,CN06,NB01,5,,1
5511,GFP51,2ASSYP,200,CN06,NB01,5,,0
5512,GFP50,2ASSYP,200,CN06,NB01,5,,0
5513,FU421,2ASSYP,200,CN06,NB01,5,,1
5514,FU423,2ASSYP,150,CN06,NB01,5,,1
5515,GX3A1,2ASSYX,150,CN06,NB01,5,,1
5516,GYG40,2SUBA,90,CN06,,5,,1
5517,FYG40,2SUBA,90,CN06,,5,,1
5518,FYG40,2SUBC-1,90,CN06,NB01,5,COVER ASSY,1
5519,GYG40,2SUBD-1,90,CN06,NB01,5,COVER ASSY,1
5520,DMX3A,2SUBD-1,72,CN06,NB01,5,COVER ASSY,1
5521,FA491,2SUBE-1,210,CN06,NB01,5,COVER ASSY,1
5522,CT470,2SUBE-1,220,CN06,NB01,5,COVER ASSY,1
5523,ET480,2SUBE-1,220,CN06,NB01,5,COVER ASSY,1
5524,FP531,2SUBE-1,210,CN06,NB01,5,COVER ASSY,1
5525,EA481,2SUBE-1,220,CN06,NB01,5,COVER ASSY,1
5526,FT490,2SUBE-1,210,CN06,NB01,5,COVER ASSY,1
5527,FT590,2SUBE-1,210,CN06,NB01,5,COVER ASSY,1
5528,FT491,2SUBE-1,210,CN06,NB01,5,COVER ASSY,1
5529,FA491,2SUBE-2,210,CN06,NB01,5,LOG UP ASSY,1
5530,CT470,2SUBE-2,220,CN06,NB01,5,LOG UP ASSY,1
5531,ET480,2SUBE-2,220,CN06,NB01,5,LOG UP ASSY,1
5532,FP531,2SUBE-2,210,CN06,NB01,5,LOG UP ASSY,1
5533,EA481,2SUBE-2,220,CN06,NB01,5,LOG UP ASSY,1
5534,FT490,2SUBE-2,210,CN06,NB01,5,LOG UP ASSY,1
5535,FT590,2SUBE-2,210,CN06,NB01,5,LOG UP ASSY,1
5536,FT491,2SUBE-2,210,CN06,NB01,5,LOG UP ASSY,1
5537,FE595,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5538,FE495,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5539,FE490,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5540,FE590,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5541,FE4A0,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5542,FE5A0,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5543,EE480,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5544,EE580,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5545,ER480,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5546,EE485,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5547,EE585,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5548,FR490,2SUBF-1,260,CN06,NB01,5,COVER ASSY,1
5549,FE595,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5550,FE495,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5551,FE490,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5552,FE590,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5553,FE4A0,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5554,FE5A0,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5555,EE480,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5556,EE580,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5557,ER480,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5558,EE485,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5559,EE585,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5560,FR490,2SUBF-2,260,CN06,NB01,5,LOG UP ASSY,1
5561,EE480,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5562,EE580,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5563,FE490,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5564,FE590,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5565,FE595,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5566,FE495,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5567,ER480,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5568,EE485,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5569,FE4A0,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5570,EE585,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5571,FR490,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5572,FE5A0,2SUBG-1,260,CN06,NB01,5,COVER ASSY,1
5573,EE480,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5574,EE580,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5575,FE490,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5576,FE590,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5577,FE595,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5578,FE495,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5579,ER480,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5580,EE485,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5581,FE4A0,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5582,EE585,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5583,FR490,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5584,FE5A0,2SUBG-2,260,CN06,NB01,5,LOG UP ASSY,1
5585,GP431,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5586,FE595,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5587,FA491,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5588,FE495,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5589,FA495,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5590,FE493,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5591,FE490,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5592,FE590,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5593,EP520,2SUBH-1,120,CN06,NB01,5,COVER ASSY,1
5594,EP720,2SUBH-1,100,CN06,NB01,5,COVER ASSY,1
5595,FE4A0,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5596,FE5A0,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5597,FE4A1,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5598,EE480,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5599,EE580,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5600,DA475,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5601,CT470,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5602,ER480,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5603,ET480,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5604,FP730,2SUBH-1,100,CN06,NB01,5,COVER ASSY,1
5605,FR4A0,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5606,FP530,2SUBH-1,120,CN06,NB01,5,COVER ASSY,1
5607,FE480,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5608,FR5A0,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5609,EA481,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5610,FT490,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5611,EE485,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5612,EE585,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5613,FT590,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5614,FT491,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5615,FR490,2SUBH-1,180,CN06,NB01,5,COVER ASSY,0
5616,GP431,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5617,FE595,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5618,FA491,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5619,FE495,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5620,FA495,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5621,FE493,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5622,FE490,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5623,FE590,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5624,EP520,2SUBH-2,120,CN06,NB01,5,LOG UP ASSY,1
5625,EP720,2SUBH-2,100,CN06,NB01,5,LOG UP ASSY,1
5626,FE4A0,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5627,FE5A0,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5628,FE4A1,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5629,EE480,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5630,EE580,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5631,DA475,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5632,CT470,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5633,ER480,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5634,ET480,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5635,FP730,2SUBH-2,100,CN06,NB01,5,LOG UP ASSY,1
5636,FR4A0,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5637,FP530,2SUBH-2,120,CN06,NB01,5,LOG UP ASSY,1
5638,FE480,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5639,FR5A0,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5640,EA481,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
5641,FT490,2SUBH-2,180,CN06,NB01,5,LOG UP ASSY,0
